id,uniprot,gene,chrom,start,end
K07976,Q9S810,AT1G28550,,,
K15210,Q8L627,AT1G28560,,,
K08505,Q8L9S0,AT1G29060,,,
K02914,Q9LP37,AT1G29070,,,
K03036,Q9LP45,AT1G29150,,,
K13341,Q9XF57,AT1G29260,,,
K10956,Q8RWJ5,AT1G29310,,,
K14841,Q0V856,AT1G29320,,,
K10949,P35402,AT1G29330,,,
K03259,Q9C7P6,AT1G29550,,,
K15731,Q9FXF4,AT1G29770,,,
K06889,Q9FXF9,AT1G29840,,,
K01880,Q9FXG2,AT1G29870,,,
K01955,Q42601,AT1G29900,,,
K08912,Q8VZ87,AT1G29910,,,
K03002,F4I366,AT1G29940,,,
K02882,Q8L7K0,AT1G29965,,,
K04798,Q2HIK4,AT1G29990,,,
K01230,Q93Y37,AT1G30000,,,
K04507,F4I4Q9,AT1G30070,,,
K09840,Q9C6Z1,AT1G30100,,,
K00162,Q9C6Z3,AT1G30120,,,
K08150,Q9C757,AT1G30220,,,
K03232,A8MRC4,AT1G30230,,,
K02698,Q9SUI5,AT1G30380,,,
K14404,A9LNK9,AT1G30460,,,
K12840,P42698,AT1G30480,,,
K14760,Q8VYJ1,AT1G30520,,,
K15787,W8PVA4,AT1G30530,,,
K14292,F4I6D2,AT1G30550,,,
K19788,Q9SA73,AT1G30580,,,
K15216,F4I6D6,AT1G30590,,,
K12448,Q9SA77,AT1G30620,,,
K17268,Q9SA78,AT1G30630,,,
K17680,B5X582,AT1G30680,,,
K01937,F4I6G9,AT1G30820,,,
K05758,Q8LGI3,AT1G30825,,,
K00972,Q940S3,AT1G31070,,,
K03549,Q9SA05,AT1G31120,,,
K12260,Q8GY89,AT1G31170,,,
K00052,Q9SA14,AT1G31180,,,
K01092,Q94F00,AT1G31190,,,
K00601,P52422,AT1G31220,,,
K12524,Q9SA18,AT1G31230,,,
K14649,Q9SA19,AT1G31240,,,
K11593,Q9SHF3,AT1G31280,,,
K02694,Q9SHE8,AT1G31330,,,
K10899,Q9FT73,AT1G31360,,,
K12603,A8MS41,AT1G31500,,,
K10770,Q8RWY1,AT1G31600,,,
K14797,Q8RWS4,AT1G31660,,,
K00276,Q9C6V7,AT1G31670,,,
K12400,Q8L7A9,AT1G31730,,,
K15747,Q93VK5,AT1G31800,,,
K11755,O82768,AT1G31860,,,
K13106,Q9C6S8,AT1G31870,,,
K09874,Q9C6T0,AT1G31885,,,
K00938,Q682Q9,AT1G31910,,,
K14811,Q9C551,AT1G31970,,,
K00855,P25697,AT1G32060,,,
K17498,F4ICK7,AT1G32130,,,
K09060,Q84LG2,AT1G32150,,,
K00630,Q43307,AT1G32200,,,
K12668,Q39080,AT1G32210,,,
K09419,Q9LQM7,AT1G32330,,,
K11971,Q9LQM5,AT1G32340,,,
K17893,Q8LEE7,AT1G32350,,,
K00948,Q42583,AT1G32380,,,
K00873,Q93Z53,AT1G32440,,,
K02437,Q9LQL0,AT1G32470,,,
K00030,Q9LQK9,AT1G32480,,,
K12813,F4IE90,AT1G32490,,,
K09015,Q9LQK7,AT1G32500,,,
K13422,Q39204,AT1G32640,,,
K03125,Q8LRK9,AT1G32750,,,
K00001,A1L4Y2,AT1G32780,,,
K13679,W8PW06,AT1G32900,,,
K02867,Q9MAP3,AT1G32990,,,
K02940,P49209,AT1G33120,,,
K01739,Q9C876,AT1G33320,,,
K03544,Q66GN9,AT1G33360,,,
K14780,Q9C813,AT1G33390,,,
K14303,Q9C811,AT1G33410,,,
K19039,Q570X5,AT1G33480,,,
K13101,Q9C801,AT1G33520,,,
K16296,Q9C7Z9,AT1G33540,,,
K13210,Q0WLY0,AT1G33680,,,
K17545,Q9C8V1,AT1G33940,,,
K14328,Q9FVW4,AT1G33980,,,
K15111,F4HT41,AT1G34065,,,
K07151,W8PVA0,AT1G34130,,,
K01855,Q9C5K6,AT1G34150,,,
K13418,Q9XIC7,AT1G34210,,,
K00921,Q9XID0,AT1G34260,,,
K00627,Q9C8P0,AT1G34430,,,
K10896,F4HYE4,AT1G35530,,,
K02888,P51412,AT1G35680,,,
K11262,Q38970,AT1G36160,,,
K02908,Q9C8F7,AT1G36240,,,
K01756,F4I1L9,AT1G36280,,,
K03262,Q9C8F1,AT1G36730,,,
K10534,Q0WLH2,AT1G37130,,,
K14799,Q9ASU6,AT1G42440,,,
K12385,F4I9G5,AT1G42470,,,
K02925,P17094,AT1G43170,,,
K14948,Q6ICX4,AT1G43190,,,
K11426,Q3ECY6,AT1G43245,,,
K18999,Q3E7I8,AT1G43600,,,
K05841,W8Q3P6,AT1G43620,,,
K03841,Q9MA79,AT1G43670,,,
K01590,Q9MA74,AT1G43710,,,
K03921,Q84VY3,AT1G43800,,,
K14574,Q9MAR2,AT1G43860,,,
K07910,O23657,AT1G43890,,,
K17506,Q8VZN9,AT1G43900,,,
K01436,Q9C6Y8,AT1G44180,,,
K01698,Q94LA4,AT1G44318,,,
K21604,Q8VYX0,AT1G44350,,,
K13600,Q9MBA1,AT1G44446,,,
K03542,Q9XF91,AT1G44575,,,
K07232,Q84QC1,AT1G44790,,,
K14677,Q9LPE9,AT1G44820,,,
K02540,F4HPK7,AT1G44900,,,
K12821,B6EUA9,AT1G44910,,,
K03064,B3H533,AT1G45000,,,
K10688,P42743,AT1G45050,,,
K07056,Q6NQA0,AT1G45110,,,
K13174,F4HRC1,AT1G45233,,,
K02355,Q9C641,AT1G45332,,,
K08911,Q9C639,AT1G45474,,,
K02725,O23712,AT1G47250,,,
K07748,Q9FX01,AT1G47290,,,
K01237,F4HV16,AT1G47600,,,
K13963,Q9S7T8,AT1G47710,,,
K11827,Q84WL9,AT1G47830,,,
K00844,Q9FZG4,AT1G47840,,,
K06620,F4HV47,AT1G47870,,,
K00382,Q9M5K3,AT1G48030,,,
K14803,Q9LNF4,AT1G48040,,,
K10885,Q9FQ09,AT1G48050,,,
K19525,F4HWS2,AT1G48090,,,
K11188,O04005,AT1G48130,,,
K09659,F4HWT0,AT1G48140,,,
K03105,Q943Z6,AT1G48160,,,
K11878,Q8VYQ0,AT1G48170,,,
K15441,Q6IDB6,AT1G48175,,,
K08494,Q9LNH6,AT1G48240,,,
K14440,F4HWU9,AT1G48310,,,
K02881,Q9SX68,AT1G48350,,,
K15363,Q5XVJ4,AT1G48360,,,
K00863,F4HYF4,AT1G48430,,,
K01915,Q8GXW5,AT1G48470,,,
K14998,F4HYG9,AT1G48510,,,
K02434,Q9FV81,AT1G48520,,,
K05929,Q944H0,AT1G48600,,,
K01598,P94063,AT1G48605,,,
K13336,F4HYJ3,AT1G48635,,,
K14442,F4HYJ6,AT1G48650,,,
K12396,Q9C744,AT1G48760,,,
K02993,Q9C514,AT1G48830,,,
K01736,F4I032,AT1G48850,,,
K00800,Q9FVP6,AT1G48860,,,
K11294,Q9FVQ1,AT1G48920,,,
K03680,F4I048,AT1G48970,,,
K03966,Q9M9B4,AT1G49140,,,
K08867,Q8LST2,AT1G49160,,,
K09131,Q6NQG5,AT1G49170,,,
K14491,Q9M9B9,AT1G49190,,,
K19040,Q94BY6,AT1G49200,,,
K10355,Q96293,AT1G49240,,,
K00888,Q9SXA1,AT1G49340,,,
K07399,Q9XIA4,AT1G49380,,,
K02961,Q9XIA6,AT1G49400,,,
K01897,Q9XIA9,AT1G49430,,,
K15223,Q501B9,AT1G49520,,,
K13789,O22043,AT1G49530,,,
K11374,F4I1S8,AT1G49540,,,
K13220,F4I3B1,AT1G49590,,,
K06972,Q8VY06,AT1G49630,,,
K07119,F4I3C3,AT1G49670,,,
K00753,W8Q7A2,AT1G49710,,,
K00899,Q9C6D2,AT1G49820,,,
K17783,Q8GXX0,AT1G49880,,,
K02180,Q9C701,AT1G49910,,,
K03511,Q6JDV7,AT1G49980,,,
K09761,Q6E295,AT1G50000,,,
K07203,F4I4X6,AT1G50030,,,
K13449,Q9LPM7,AT1G50060,,,
K01872,F4I4Z2,AT1G50200,,,
K06228,Q2QAV0,AT1G50240,,,
K15498,Q9SX52,AT1G50370,,,
K01354,Q9SX53,AT1G50380,,,
K11518,Q9SX55,AT1G50400,,,
K00213,A8MS34,AT1G50430,,,
K01938,Q9SPK5,AT1G50480,,,
K06688,Q8L7T3,AT1G50490,,,
K16329,Q84K35,AT1G50510,,,
K06911,Q9LPS9,AT1G50590,,,
K13719,Q9LPT6,AT1G50670,,,
K16587,Q8GYM3,AT1G50710,,,
K02335,F4I6M1,AT1G50840,,,
K03522,Q9C6I6,AT1G50940,,,
K13523,Q9SYC8,AT1G51260,,,
K21027,F4I824,AT1G51310,,,
K13025,Q9C8J1,AT1G51380,,,
K14964,Q9C8J7,AT1G51450,,,
K12876,F4I9J7,AT1G51510,,,
K14696,Q8H1G3,AT1G51610,,,
K02135,Q96253,AT1G51650,,,
K13413,O80397,AT1G51660,,,
K01904,A8MS69,AT1G51680,,,
K11843,B3H5V4,AT1G51710,,,
K00262,F4I9M9,AT1G51720,,,
K08492,P59277,AT1G51740,,,
K14664,Q9SWX9,AT1G51780,,,
K01412,A8MQE5,AT1G51980,,,
K00784,Q8VYS2,AT1G52160,,,
K02695,Q9SUI6,AT1G52230,,,
K09841,Q9C826,AT1G52340,,,
K17302,F4ICX0,AT1G52360,,,
K02890,Q56W16,AT1G52370,,,
K15304,Q9C829,AT1G52380,,,
K15748,Q9SE50,AT1G52400,,,
K10563,O80358,AT1G52500,,,
K10903,Q709F6,AT1G52530,,,
K01115,Q9SSQ9,AT1G52570,,,
K13280,Q9SSR2,AT1G52600,,,
K18368,Q9C942,AT1G52760,,,
K13348,Q9C933,AT1G52870,,,
K14820,Q9C928,AT1G52930,,,
K14537,Q9C923,AT1G52980,,,
K00979,Q9C920,AT1G53000,,,
K10581,F4HPP7,AT1G53023,,,
K02260,Q94FT1,AT1G53030,,,
K08838,F4HPS0,AT1G53165,,,
K00026,Q9ZP06,AT1G53240,,,
K03152,Q9MAH3,AT1G53280,,,
K01595,Q9MAH0,AT1G53310,,,
K10639,F4HRI2,AT1G53490,,,
K12450,Q9LPG6,AT1G53500,,,
K17725,Q9C8L4,AT1G53580,,,
K07305,Q9C8M2,AT1G53670,,,
K03009,Q9C8M4,AT1G53690,,,
K12735,Q6Q151,AT1G53720,,,
K03061,Q9SSB5,AT1G53750,,,
K02729,O81149,AT1G53850,,,
K03239,F4HTE0,AT1G53880,,,
K08770,Q9SYE9,AT1G53930,,,
K14085,Q9SYG7,AT1G54100,,,
K13754,Q9SYG9,AT1G54115,,,
K03133,Q9SYH2,AT1G54140,,,
K15688,Q9SYH3,AT1G54150,,,
K08336,Q67YB5,AT1G54210,,,
K03016,O81097,AT1G54250,,,
K03257,F4HV96,AT1G54270,,,
K03113,Q94JV4,AT1G54290,,,
K00031,Q9SLK0,AT1G54340,,,
K14724,Q8S396,AT1G54370,,,
K13130,Q9C5M7,AT1G54380,,,
K11346,F4HWW5,AT1G54390,,,
K12591,F4HWX0,AT1G54440,,,
K20553,Q9FQ04,AT1G54490,,,
K08857,Q9SLI2,AT1G54510,,,
K08819,B3H626,AT1G54610,,,
K00599,F4HWZ9,AT1G54650,,,
K15718,Q06327,AT1G55020,,,
K01950,Q9C723,AT1G55090,,,
K17086,Q9C720,AT1G55130,,,
K11145,A8MS04,AT1G55140,,,
K12823,Q9C718,AT1G55150,,,
K10696,Q9C895,AT1G55250,,,
K06892,Q9C899,AT1G55290,,,
K03132,B9DG24,AT1G55300,,,
K12900,Q9SEU4,AT1G55310,,,
K15164,F4I096,AT1G55325,,,
K13102,Q9ZVU5,AT1G55460,,,
K00167,Q9SAV3,AT1G55510,,,
K03120,Q53YT7,AT1G55520,,,
K11982,Q9ZVU8,AT1G55530,,,
K00423,Q9ZVV4,AT1G55570,,,
K08905,Q9S7N7,AT1G55670,,,
K07300,Q8L783,AT1G55730,,,
K06617,Q84VX0,AT1G55740,,,
K03141,Q3ECP0,AT1G55750,,,
K05527,Q682I1,AT1G55805,,,
K00876,Q8VYB2,AT1G55810,,,
K10592,Q8GY23,AT1G55860,,,
K01148,Q9LG26,AT1G55870,,,
K01738,Q6NKY5,AT1G55880,,,
K17496,F4I3H1,AT1G55900,,,
K00640,Q42588,AT1G55920,,,
K13206,Q1G3Y7,AT1G55928,,,
K06955,Q8VYV2,AT1G56000,,,
K02928,Q682R5,AT1G56045,,,
K03234,Q9ASR1,AT1G56070,,,
K14564,Q9SGT7,AT1G56110,,,
K00927,F4I3L1,AT1G56190,,,
K02836,F4I532,AT1G56350,,,
K02736,Q7DLR9,AT1G56450,,,
K11714,Q9FXA7,AT1G56550,,,
K12398,F4I562,AT1G56590,,,
K16166,Q9FE25,AT1G56650,,,
K01183,Q9FXB8,AT1G56680,,,
K15405,B3H7K7,AT1G57750,,,
K10638,Q9FVS2,AT1G57800,,,
K03083,Q9FVS6,AT1G57870,,,
K18995,F4I9Q5,AT1G58060,,,
K21480,Q9LQC0,AT1G58300,,,
K02981,Q8L8Y0,AT1G58380,,,
K00511,Q9SM02,AT1G58440,,,
K14411,Q9C652,AT1G58470,,,
K12598,Q9XIF2,AT1G59760,,,
K14802,Q9XIE6,AT1G59820,,,
K07761,Q9ZUJ5,AT1G59970,,,
K12586,Q9ZUI4,AT1G60080,,,
K12844,Q8RXN6,AT1G60170,,,
K12822,Q8VY15,AT1G60200,,,
K17609,O80763,AT1G60420,,,
K05756,Q1ECJ7,AT1G60430,,,
K00914,P42339,AT1G60490,,,
K01661,Q8GYN9,AT1G60550,,,
K02548,Q0WUA3,AT1G60600,,,
K03027,Q39216,AT1G60620,,,
K12885,O22703,AT1G60650,,,
K03386,O22711,AT1G60740,,,
K12837,Q9C6C1,AT1G60830,,,
K05282,Q9C955,AT1G60980,,,
K11548,Q8RXJ0,AT1G61000,,,
K14403,Q9C952,AT1G61010,,,
K15178,Q9C950,AT1G61040,,,
K01988,Q9C949,AT1G61050,,,
K17982,Q93YV0,AT1G61120,,,
K03861,O64792,AT1G61280,,,
K08909,Q2V2R9,AT1G61520,,,
K17781,Q9XH48,AT1G61570,,,
K13125,Q9SY88,AT1G61620,,,
K15086,F4HVE4,AT1G61680,,,
K08695,Q9SEV0,AT1G61720,,,
K19371,Q8GUN6,AT1G61770,,,
K15283,Q94B38,AT1G61800,,,
K05350,F4HVG0,AT1G61810,,,
K05236,Q94A40,AT1G62020,,,
K08341,F4HX35,AT1G62040,,,
K05907,F4HX50,AT1G62180,,,
K00981,O04928,AT1G62430,,,
K00648,P49243,AT1G62640,,,
K01369,Q39044,AT1G62710,,,
K18163,Q9SI77,AT1G62730,,,
K14454,P46646,AT1G62800,,,
K11450,Q8VXV7,AT1G62830,,,
K15033,Q84JF2,AT1G62850,,,
K14270,Q9LQ10,AT1G62960,,,
K12451,Q9LQ04,AT1G63000,,,
K16250,Q9LQ02,AT1G63020,,,
K11292,Q9CAM1,AT1G63210,,,
K01783,Q9C8T3,AT1G63290,,,
K17686,Q9SH30,AT1G63440,,,
K00432,Q8LBU2,AT1G63460,,,
K01951,Q9CAD1,AT1G63660,,,
K01256,F4I3R0,AT1G63770,,,
K14561,Q9S826,AT1G63780,,,
K10576,P42749,AT1G63800,,,
K14544,Q0WVM5,AT1G63810,,,
K08232,P92947,AT1G63940,,,
K01770,Q9CAK8,AT1G63970,,,
K11135,F4I583,AT1G63980,,,
K10878,Q9M4A1,AT1G63990,,,
K06269,P48483,AT1G64040,,,
K00033,Q9SH69,AT1G64190,,,
K02150,P0CAN7,AT1G64200,,,
K06689,Q94F47,AT1G64230,,,
K14508,P93002,AT1G64280,,,
K14299,Q93VR9,AT1G64350,,,
K06268,Q9FUQ7,AT1G64480,,,
K17479,Q9SGW5,AT1G64500,,,
K02990,Q8VY91,AT1G64510,,,
K03031,Q9SGW3,AT1G64520,,,
K06158,Q8H0V6,AT1G64550,,,
K01761,Q9SGU9,AT1G64660,,,
K10881,F4I886,AT1G64750,,,
K03320,Q9ZPJ8,AT1G64780,,,
K03086,O24629,AT1G64860,,,
K02988,Q6GKU7,AT1G64880,,,
K11492,F4I8B3,AT1G64960,,,
K05928,Q9ZSK1,AT1G64970,,,
K14830,Q5XEV4,AT1G65030,,,
K10601,B3H675,AT1G65040,,,
K07456,Q9SS53,AT1G65070,,,
K03969,O80796,AT1G65260,,,
K03955,O80800,AT1G65290,,,
K10750,F4IBG1,AT1G65470,,,
K16223,Q9SXZ2,AT1G65480,,,
K17800,F4IBH5,AT1G65540,,,
K05610,O04482,AT1G65650,,,
K12819,Q9SHY8,AT1G65660,,,
K12627,Q8VYI0,AT1G65700,,,
K17839,Q8H191,AT1G65840,,,
K01580,Q42472,AT1G65960,,,
K03245,Q9C8D8,AT1G66070,,,
K07213,Q94BT9,AT1G66240,,,
K12881,Q94EH8,AT1G66260,,,
K02183,F4IEU4,AT1G66410,,,
K14400,Q9C710,AT1G66500,,,
K13205,Q9C711,AT1G66510,,,
K00604,Q9C712,AT1G66520,,,
K01887,Q9C713,AT1G66530,,,
K18183,F4IEX1,AT1G66590,,,
K04506,Q9C6H3,AT1G66620,,,
K10753,Q9C9M6,AT1G66740,,,
K16208,Q9FZI2,AT1G66960,,,
K01809,Q9FZH5,AT1G67070,,,
K01602,Q0WVH4,AT1G67090,,,
K10717,Q9ZW95,AT1G67110,,,
K14572,F4HRR8,AT1G67120,,,
K13128,Q8LD15,AT1G67210,,,
K11599,Q94B05,AT1G67250,,,
K02685,F4HRU9,AT1G67320,,,
K06949,Q4V399,AT1G67440,,,
K02350,F4HTM5,AT1G67500,,,
K01427,Q9SR52,AT1G67550,,,
K08818,Q9CAG1,AT1G67580,,,
K09775,Q9FXC5,AT1G67600,,,
K02321,F4HTP2,AT1G67630,,,
K03108,Q9FXD1,AT1G67650,,,
K10251,Q8L9C4,AT1G67730,,,
K02723,Q549N8,AT1G67740,,,
K16280,Q8LB88,AT1G67800,,,
K01206,Q9FXE5,AT1G67830,,,
K13067,Q9C9W4,AT1G67990,,,
K00999,Q8LBA6,AT1G68000,,,
K15893,Q9C9W5,AT1G68010,,,
K12116,Q9C9W9,AT1G68050,,,
K14713,Q9M647,AT1G68100,,,
K15925,Q9S7Y7,AT1G68560,,,
K19032,A8MQL0,AT1G68590,,,
K11991,Q9S7I0,AT1G68720,,,
K03574,Q9CA40,AT1G68760,,,
K14759,Q15KI9,AT1G68890,,,
K10908,F4I0I3,AT1G68990,,,
K14766,F4I0J1,AT1G69070,,,
K01379,Q1PFF2,AT1G69100,,,
K13941,Q1ENB6,AT1G69190,,,
K01850,Q9C544,AT1G69370,,,
K00558,Q94F88,AT1G69770,,,
K04733,Q5XF79,AT1G69790,,,
K18592,Q9CAR5,AT1G69820,,,
K02935,O04527,AT1G70190,,,
K18810,P42751,AT1G70210,,,
K01893,Q9SSK1,AT1G70980,,,
K15186,Q9C9A0,AT1G71080,,,
K01807,Q9C998,AT1G71100,,,
K11718,Q0WL80,AT1G71220,,,
K14809,Q9FVV4,AT1G71280,,,
K15027,Q0WUR1,AT1G71350,,,
K14156,Q9M9H6,AT1G71697,,,
K02945,Q9M9H4,AT1G71720,,,
K00760,F4IA25,AT1G71750,,,
K10365,Q9M9G7,AT1G71790,,,
K14407,Q9M9G6,AT1G71800,,,
K06110,F4IA34,AT1G71820,,,
K00817,P0DI07,AT1G71920,,,
K14412,Q9C8W3,AT1G71990,,,
K09191,Q940P2,AT1G72050,,,
K15865,Q9C7H2,AT1G72090,,,
K15707,Q93WJ5,AT1G72175,,,
K14861,F4IBR3,AT1G72270,,,
K10976,Q9C7S7,AT1G72280,,,
K14790,Q9C552,AT1G72320,,,
K02998,B9DG17,AT1G72370,,,
K18159,F4IDC0,AT1G72420,,,
K14832,F4IDC2,AT1G72440,,,
K01890,Q9SGE9,AT1G72550,,,
K14288,Q7PC79,AT1G72560,,,
K00083,Q9CAI3,AT1G72680,,,
K02218,Q9CAI5,AT1G72710,,,
K01733,Q9SSP5,AT1G72810,,,
K15121,Q9SSP4,AT1G72820,,,
K03787,Q84MD7,AT1G72880,,,
K15403,F4IF15,AT1G72970,,,
K12309,Q93Z24,AT1G72990,,,
K08248,Q9SSM2,AT1G73050,,,
K12456,Q8L981,AT1G73177,,,
K15026,B3H5L3,AT1G73180,,,
K14315,Q8LAF4,AT1G73240,,,
K00695,F4HQ76,AT1G73370,,,
K07766,Q8VY81,AT1G73540,,,
K13111,Q8W117,AT1G73720,,,
K14514,O23116,AT1G73730,,,
K02563,Q9C9T8,AT1G73740,,,
K18633,Q9C9T3,AT1G73790,,,
K15544,Q9C9T0,AT1G73820,,,
K03128,Q8LPF0,AT1G73960,,,
K04773,Q9C9C0,AT1G73990,,,
K01757,P92976,AT1G74000,,,
K01689,Q9C9C4,AT1G74030,,,
K03768,F4HTT6,AT1G74070,,,
K11821,Q9C9D0,AT1G74100,,,
K01126,Q9C907,AT1G74210,,,
K09506,Q9C911,AT1G74250,,,
K01952,Q9M8D3,AT1G74260,,,
K03695,P42730,AT1G74310,,,
K09658,Q9CA79,AT1G74340,,,
K08238,Q9CA75,AT1G74380,,,
K10960,Q9CA67,AT1G74470,,,
K15506,Q9CA61,AT1G74540,,,
K00966,Q9C9P3,AT1G74910,,,
K00130,F4HXD2,AT1G74920,,,
K09458,Q9C9P4,AT1G74960,,,
K02996,Q9XJ27,AT1G74970,,,
K13513,Q8L4Y2,AT1G75020,,,
K15449,Q8RXN5,AT1G75200,,,
K00611,O50039,AT1G75330,,,
K14321,Q9FWS3,AT1G75340,,,
K02909,Q9FWS4,AT1G75350,,,
K00279,F4HZ40,AT1G75450,,,
K03139,Q9LQZ4,AT1G75510,,,
K09250,Q8GXC5,AT1G75560,,,
K12619,Q9FQ03,AT1G75660,,,
K06180,Q3ECD0,AT1G76050,,,
K01176,Q8LFG1,AT1G76130,,,
K19658,Q8VYI3,AT1G76150,,,
K14168,F4I2A4,AT1G76170,,,
K12666,Q9SFX3,AT1G76400,,,
K00021,P14891,AT1G76490,,,
K14172,Q9C9K1,AT1G76570,,,
K12600,F4I3Z5,AT1G76630,,,
K01934,Q9SRE0,AT1G76730,,,
K14808,O49289,AT1G77030,,,
K18857,P06525,AT1G77120,,,
K12479,O49048,AT1G77140,,,
K06063,O80653,AT1G77180,,,
K10728,F4I702,AT1G77320,,,
K10756,Q9CAQ8,AT1G77470,,,
K16609,Q6IDC7,AT1G77550,,,
K11267,F4I735,AT1G77600,,,
K18758,Q0WPN0,AT1G77680,,,
K13946,Q9CA25,AT1G77690,,,
K12162,Q9CA23,AT1G77710,,,
K08866,Q84VX4,AT1G77720,,,
K02952,Q9CA19,AT1G77750,,,
K17469,P92946,AT1G77990,,,
K03650,Q66GQ1,AT1G78010,,,
K16204,Q9SYN1,AT1G78500,,,
K03453,Q93YR2,AT1G78560,,,
K02871,Q9SYL9,AT1G78630,,,
K03504,Q9SYL7,AT1G78650,,,
K01307,Q9SYL6,AT1G78660,,,
K13511,Q9ZV87,AT1G78690,,,
K03353,B3DNN5,AT1G78770,,,
K15360,F4IBV2,AT1G78790,,,
K03843,F4IBV4,AT1G78800,,,
K02145,Q0WLF6,AT1G78900,,,
K15813,B6EXY6,AT1G78950,,,
K15822,P0C8Y0,AT1G78955,,,
K15815,Q8RWT0,AT1G78960,,,
K15816,Q9C5M3,AT1G78970,,,
K03541,Q0WWI7,AT1G79040,,,
K03553,A8MQK1,AT1G79050,,,
K12617,Q0WPK4,AT1G79090,,,
K14834,F4IDJ0,AT1G79150,,,
K09291,A4GSN8,AT1G79280,,,
K17761,Q9SAK4,AT1G79440,,,
K04121,Q9SAK2,AT1G79460,,,
K08835,F4IF80,AT1G79640,,,
K15174,F4HQA1,AT1G79730,,,
K00029,Q9CA83,AT1G79750,,,
K06664,Q9CA86,AT1G79810,,,
K11090,Q0V7U7,AT1G79880,,,
K11273,Q9CA92,AT1G79890,,,
K15109,Q9CA93,AT1G79900,,,
K09540,Q0WT48,AT1G79940,,,
K11136,F4HQE2,AT1G79950,,,
K17604,Q9S793,AT1G80010,,,
K03686,Q0WN54,AT1G80030,,,
K12856,Q9SSD2,AT1G80070,,,
K10732,Q9SSC0,AT1G80190,,,
K11864,B3H5T3,AT1G80210,,,
K02265,Q9SSB8,AT1G80230,,,
K07767,Q9SEX2,AT1G80350,,,
K15918,A8MQE0,AT1G80380,,,
K20792,F4HS68,AT1G80410,,,
K10803,Q24JK4,AT1G80420,,,
K00864,F4HS76,AT1G80460,,,
K10268,Q3EC97,AT1G80570,,,
K00818,Q9M8M7,AT1G80600,,,
K15203,Q1G3W0,AT1G80745,,,
K02937,Q9SAI5,AT1G80750,,,
K00550,Q9SAH5,AT1G80860,,,
K13100,Q9SAG7,AT1G80930,,,
K13510,Q8L7R3,AT1G80950,,,
K03118,Q9SJV5,AT2G01110,,,
K02606,F4IM82,AT2G01120,,,
K01623,Q9ZU52,AT2G01140,,,
K15196,F4IN86,AT2G01280,,,
K00767,A8MRX1,AT2G01350,,,
K03655,F4INA9,AT2G01440,,,
K14003,Q39221,AT2G01470,,,
K00477,Q9ZVF6,AT2G01490,,,
K14011,Q9ZU93,AT2G01650,,,
K15305,Q9ZU97,AT2G01690,,,
K13148,Q8GUU3,AT2G01730,,,
K03963,Q9SKC9,AT2G02050,,,
K14439,Q9ZUL5,AT2G02090,,,
K17710,P0C894,AT2G02150,,,
K01800,Q9ZVQ4,AT2G02380,,,
K06962,F4IQD4,AT2G02410,,,
K00991,P69834,AT2G02500,,,
K17263,Q8L5Y6,AT2G02560,,,
K12839,F4IR82,AT2G02570,,,
K06133,F4IRA7,AT2G02770,,,
K09595,O81062,AT2G03120,,,
K06694,Q8GZ22,AT2G03430,,,
K18586,Q9ZPR0,AT2G03690,,,
K09716,Q9ZPQ3,AT2G03800,,,
K07562,Q9SI58,AT2G03820,,,
K12626,Q9SI54,AT2G03870,,,
K09487,Q9SIF2,AT2G04030,,,
K02962,P49205,AT2G04390,,,
K01609,Q1EBW5,AT2G04400,,,
K03236,Q9SJB9,AT2G04520,,,
K04459,Q84JU4,AT2G04550,,,
K00748,W8Q740,AT2G04560,,,
K14692,Q9SI03,AT2G04620,,,
K03014,Q9SJ96,AT2G04630,,,
K03349,Q8H1U5,AT2G04660,,,
K17892,Q9SJ89,AT2G04700,,,
K10520,Q9SJ85,AT2G04740,,,
K18834,Q9SI37,AT2G04880,,,
K08913,Q9S7J7,AT2G05070,,,
K14300,F4IGA5,AT2G05120,,,
K00736,Q9FT88,AT2G05320,,,
K01681,Q9SIB9,AT2G05710,,,
K08963,Q9ZUG4,AT2G05830,,,
K02730,F4IIA5,AT2G05840,,,
K00208,Q9SLA8,AT2G05990,,,
K15082,F4IIC2,AT2G06040,,,
K15176,B5X0I6,AT2G06210,,,
K12191,Q9SKI2,AT2G06530,,,
K01047,Q8S8N6,AT2G06925,,,
K01853,P38605,AT2G07050,,,
K09548,F4IL65,AT2G07340,,,
K13237,Q9XE46,AT2G07640,,,
K02128,Q304C3,AT2G07671,,,
K02950,P92532,AT2G07675,,,
K02262,P92514,AT2G07687,,,
K03879,Q3EC49,AT2G07689,,,
K02209,F4INF9,AT2G07690,,,
K02992,Q6IDL0,AT2G07696,,,
K02132,P92550,AT2G07698,,,
K02109,P93303,AT2G07707,,,
K00412,P42792,AT2G07727,,,
K02986,Q31708,AT2G07734,,,
K02126,P93298,AT2G07741,,,
K03880,Q3EC47,AT2G07751,,,
K03878,Q3EC42,AT2G07785,,,
K02960,Q9SK22,AT2G09990,,,
K03715,Q9SI93,AT2G11810,,,
K00830,Q56YA5,AT2G13360,,,
K11367,F4IV99,AT2G13370,,,
K03495,Q9SHS2,AT2G13440,,,
K12882,Q9SIU2,AT2G13540,,,
K00028,Q9SIU0,AT2G13560,,,
K13417,Q9SKG5,AT2G13790,,,
K10206,Q9ZQI7,AT2G13810,,,
K07053,Q9ZQI9,AT2G13840,,,
